,0,1,2
9840,soobin,0,1
9841,27,0,1
9842,unmarri,0,1
9843,float,0,3
9844,pressur,0,3
9845,winter,0,4
9846,lifetim,0,2
9847,hiondsh,0,1
9848,58543,0,1
9849,kikmenow,0,9
9850,sexdat,0,2
9851,demi',0,1
9852,junjou,0,2
9853,romantica,0,1
9854,cruel,0,1
9855,privileg,0,2
9856,mixtap,0,2
9857,convinc,0,3
9858,friex,0,1
9859,taco,0,2
9860,europ,0,2
9861,shaylan,0,1
9862,4:20,0,1
9863,ylona,0,1
9864,nah,0,4
9865,notanapolog,0,3
9866,ouh,0,1
9867,tax,0,4
9868,ohhh,0,2
9869,nm,0,1
9870,term,0,1
9871,apolog,0,3
9872,encanta,0,1
9873,vale,0,1
9874,osea,0,1
9875,bea,0,1
9876,♛,0,210
9877,》,0,210
9878,beli̇ev,0,35
9879,wi̇ll,0,35
9880,justi̇n,0,35
9881,x15,0,35
9882,350,0,4
9883,ｓｅｅ,0,35
9884,ｍｅ,0,35
9885,40,0,3
9886,dj,0,2
9887,net,0,2
9888,349,0,1
9889,baek,0,1
9890,tight,0,1
9891,dunwan,0,1
9892,suan,0,1
9893,ba,0,3
9894,haiz,0,1
9895,otw,0,1
9896,trade,0,3
9897,venic,0,1
9898,348,0,1
9899,strong,0,6
9900,adult,0,3
9901,347,0,1
9902,tree,0,3
9903,hill,0,1
9904,😕,0,1
9905,com,0,1
9906,insonia,0,1
9907,346,0,1
9908,rick,0,1
9909,ross,0,1
9910,wallet,0,4
9911,empti,0,3
9912,heartbreak,0,2
9913,episod,0,11
9914,345,0,1
9915,milli,0,1
9916,:),0,2
9917,diff,0,1
9918,persona,0,1
9919,golden,0,1
9920,scene,0,1
9921,advert,0,1
9922,determin,0,2
9923,roseburi,0,1
9924,familyhom,0,1
9925,daw,0,2
9926,344,0,1
9927,monkey,0,1
9928,yea,0,2
9929,343,0,1
9930,sweeti,0,2
9931,erica,0,1
9932,istg,0,1
9933,lick,0,1
9934,jackson,0,4
9935,nsbzhdnxndamal,0,1
9936,342,0,1
9937,11:15,0,1
9938,2hour,0,1
9939,11:25,0,1
9940,341,0,1
9941,fandom,0,2
9942,mahilig,0,1
9943,mam-bulli,0,1
9944,mtaani,0,1
9945,tunaita,0,1
9946,viazi,0,1
9947,choma,0,1
9948,laid,0,1
9949,celebr,0,3
9950,7am,0,1
9951,jerk,0,1
9952,lah,0,2
9953,magic,0,1
9954,menil,0,1
9955,340,0,1
9956,kam',0,1
9957,meee,0,1
9958,diz,0,1
9959,biooo,0,1
9960,ay,0,1
9961,taray,0,1
9962,yumu-youtub,0,1
9963,339,0,1
9964,parijat,0,1
9965,willmissyouparijat,0,1
9966,abroad,0,2
9967,jolli,0,1
9968,scotland,0,2
9969,338,0,1
9970,mcnugget,0,1
9971,sophi,0,5
9972,feedback,0,4
9973,met,0,7
9974,caramello,0,2
9975,koala,0,1
9976,bar,0,1
9977,suckmejimin,0,1
9978,337,0,1
9979,sucki,0,2
9980,laughter,0,1
9981,pou,0,1
9982,goddamn,0,1
9983,bark,0,1
9984,nje,0,1
9985,blast,0,1
9986,hun,0,4
9987,dbn,0,2
9988,🎀,0,1
9989,336,0,1
9990,hardest,0,1
9991,335,0,1
9992,pledg,0,1
9993,realiz,0,7
9994,viber,0,1
9995,mwah,0,1
9996,estat,0,1
9997,crush,0,1
9998,lansi,0,1
9999,334,0,1
10000,hp,0,4
10001,waah,0,1
10002,miami,0,1
10003,vandag,0,1
10004,kgola,0,1
10005,neng,0,1
10006,eintlik,0,1
10007,porn,0,2
10008,4like,0,5
10009,repost,0,2
10010,333,0,4
10011,magpi,0,1
10012,22.05,0,1
10013,15-24,0,1
10014,05.15,0,1
10015,coach,0,2
10016,ador,0,1
10017,chswiyfxcskcalum,0,1
10018,nvm,0,2
10019,lemm,0,1
10020,quiet,0,3
10021,foof,0,1
10022,332,0,1
10023,casilla,0,1
10024,manchest,0,3
10025,xi,0,1
10026,rmtour,0,1
10027,heavi,0,3
10028,irl,0,2
10029,blooper,0,2
10030,huhuhuhu,0,1
10031,na-tak,0,1
10032,sorta,0,1
10033,unfriend,0,1
10034,greysonch,0,1
10035,sandwich,0,4
10036,bell,0,1
10037,sebastian,0,1
10038,rewatch,0,1
10039,s4,0,1
10040,ser,0,1
10041,past,0,5
10042,heart-break,0,1
10043,outdat,0,1
10044,m4,0,1
10045,abandon,0,1
10046,theater,0,1
10047,smh,0,6
10048,7-3,0,1
10049,7.30-,0,1
10050,ekk,0,1
10051,giriboy,0,1
10052,harriet,0,1
10053,gegu,0,1
10054,gray,0,1
10055,truth,0,4
10056,tbt,0,1
10057,331,0,1
10058,roof,0,2
10059,indian,0,2
10060,polit,0,3
10061,blame,0,3
10062,68,0,1
10063,repres,0,1
10064,corbyn,0,1
10065,labour',0,1
10066,fortun,0,1
10067,icecream,0,3
10068,cuti,0,2
10069,ry,0,1
10070,lfccw,0,1
10071,5ever,0,1
10072,america,0,3
10073,ontheroadagain,0,1
10074,halaaang,0,1
10075,reciev,0,1
10076,flip,0,4
10077,flop,0,1
10078,caesarspalac,0,1
10079,socialreward,0,1
10080,requir,0,2
10081,cali,0,1
10082,fuckboy,0,1
10083,330,0,1
10084,deliveri,0,3
10085,chrompet,0,1
10086,easili,0,2
10087,immun,0,1
10088,system,0,3
10089,lush,0,1
10090,bathtub,0,1
10091,php,0,1
10092,mysql,0,1
10093,libmysqlclient-dev,0,1
10094,dev,0,2
10095,pleasanton,0,1
10096,wala,0,1
10097,329,0,1
10098,quickli,0,2
10099,megan,0,1
10100,heed,0,2
10101,328,0,1
10102,gwss,0,1
10103,thankyouu,0,1
10104,charad,0,1
10105,becom,0,5
10106,piano,0,2
10107,327,0,1
10108,complaint,0,2
10109,yell,0,2
10110,whatsoev,0,2
10111,pete,0,1
10112,wentz,0,1
10113,shogi,0,1
10114,blameshoghicp,0,1
10115,classmat,0,1
10116,troubl,0,1
10117,fixedgearfrenzi,0,1
10118,dispatch,0,1
10119,theyr,0,2
10120,hat,0,2
10121,shamuon',0,1
10122,tokyo,0,1
10123,toe,0,2
10124,horrend,0,2
10125,someone',0,2
10126,326,0,1
10127,hasb,0,1
10128,atti,0,1
10129,muji,0,1
10130,sirf,0,1
10131,sensibl,0,1
10132,etc,0,2
10133,brum,0,1
10134,cyclerevolut,0,1
10135,caaannnttt,0,1
10136,payment,0,3
10137,overdrawn,0,1
10138,tbf,0,1
10139,complain,0,2
10140,perfum,0,1
10141,sampl,0,1
10142,chanel,0,1
10143,burberri,0,1
10144,prada,0,1
10145,325,0,1
10146,noesss,0,1
10147,topgear,0,1
10148,worthi,0,1
10149,bridesmaid,0,1
10150,tomorrow',0,2
10151,gather,0,1
10152,sudden,0,4
10153,324,0,1
10154,randomrestart,0,1
10155,randomreboot,0,1
10156,lumia,0,1
10157,windowsphon,0,1
10158,microsoft',0,1
10159,mañana,0,1
10160,male,0,1
10161,rap,0,1
10162,sponsor,0,3
10163,striker,0,2
10164,lvg,0,1
10165,behind,0,3
10166,refurbish,0,1
10167,cintiq,0,1
10168,finnick',0,1
10169,askfinnick,0,1
10170,contain,0,1
10171,hairi,0,1
10172,323,0,1
10173,buri,0,1
10174,omaygad,0,1
10175,vic,0,1
10176,surgeri,0,4
10177,amber,0,8
10178,tt.tt,0,1
10179,hyper,0,2
10180,vega,0,2
10181,322,0,1
10182,imiss,0,1
10183,321,0,1
10184,320,0,1
10185,know.for,0,1
10186,prepaid,0,1
10187,none,0,4
10188,319,0,1
10189,grandma,0,1
10190,grandpa',0,1
10191,farm,0,1
10192,cow,0,1
10193,sheep,0,1
10194,hors,0,3
10195,fruit,0,2
10196,veget,0,1
10197,puke,0,2
10198,deliri,0,1
10199,motilium,0,1
10200,shite,0,1
10201,318,0,1
10202,schoolwork,0,1
10203,phoebe',0,1
10204,317,0,1
10205,pothol,0,1
10206,316,0,1
10207,notif,0,3
10208,"1,300",0,1
10209,robyn,0,1
10210,necklac,0,1
10211,rachel,0,1
10212,bhai,0,1
10213,ramzan,0,1
10214,crosss,0,1
10215,clapham,0,1
10216,investig,0,2
10217,sth,0,1
10218,essenti,0,1
10219,photoshooot,0,1
10220,austin,0,1
10221,mahon,0,1
10222,shut,0,3
10223,andam,0,1
10224,memor,0,1
10225,cotton,0,1
10226,candi,0,3
10227,stock,0,3
10228,swallow,0,1
10229,snot,0,1
10230,choke,0,1
10231,taknottem,0,1
10232,477,0,1
10233,btob,0,2
10234,percentag,0,1
10235,shoshannavassil,0,1
10236,swift,0,1
10237,flat,0,3
10238,a9,0,2
10239,wsalelov,0,5
10240,sexyjan,0,1
10241,horni,0,2
10242,goodmus,0,4
10243,debut,0,3
10244,lart,0,1
10245,sew,0,1
10246,skyfal,0,1
10247,premier,0,1
10248,yummi,0,2
10249,manteca,0,1
10250,she'd,0,2
10251,probabl,0,8
10252,shiatsu,0,1
10253,heat,0,1
10254,risk,0,3
10255,edward,0,1
10256,hopper,0,1
10257,eyyah,0,1
10258,utd,0,2
10259,born,0,1
10260,1-0,0,1
10261,cart,0,1
10262,shop,0,10
10263,log,0,2
10264,aaa,0,2
10265,waifu,0,1
10266,break,0,8
10267,breakup,0,3
10268,bother,0,3
10269,bia,0,1
10270,syndrom,0,1
10271,shi,0,1
10272,bias,0,1
10273,pixel,0,2
10274,weh,0,2
10275,area,0,4
10276,maymay,0,1
10277,magpaalam,0,1
10278,tf,0,3
10279,subtitl,0,1
10280,oitnb,0,1
10281,backstori,0,1
10282,jeremi,0,1
10283,kyle,0,1
10284,gimm,0,2
10285,meal,0,3
10286,neat-o,0,1
10287,wru,0,1
10288,scissor,0,1
10289,creation,0,1
10290,public,0,1
10291,amtir,0,1
10292,imysm,0,2
10293,tut,0,1
10294,trop,0,2
10295,tard,0,1
10296,deadlin,0,1
10297,31,0,2
10298,st,0,3
10299,child,0,4
10300,oct,0,2
10301,bush,0,2
10302,premiun,0,1
10303,notcool,0,1
10304,2/3,0,2
10305,lahat,0,2
10306,ng,0,4
10307,araw,0,1
10308,nage,0,1
10309,gyu,0,4
10310,lmfaooo,0,2
10311,download,0,3
10312,leagu,0,1
10313,mashup,0,1
10314,eu,0,1
10315,lc,0,1
10316,typo,0,2
10317,itali,0,1
10318,yass,0,1
10319,christma,0,2
10320,rel,0,1
10321,yr,0,3
10322,sydney,0,1
10323,mb,0,1
10324,perf,0,2
10325,programm,0,1
10326,bff,0,2
10327,hashtag,0,1
10328,omfg,0,4
10329,exercis,0,2
10330,combat,0,1
10331,dosent,0,1
10332,sod',0,1
10333,20min,0,1
10334,request,0,2
10335,yahoo,0,2
10336,yodel,0,2
10337,jokingli,0,1
10338,regret,0,5
10339,starbuck,0,3
10340,lynettelow,0,1
10341,interraci,0,3
10342,today',0,3
10343,tgif,0,1
10344,gahd,0,1
10345,26th,0,1
10346,discov,0,1
10347,12.00,0,1
10348,obyun,0,1
10349,unni,0,4
10350,wayhh,0,1
10351,preval,0,1
10352,controversi,0,1
10353,🍵,0,2
10354,☕,0,1
10355,tube,0,1
10356,strike,0,3
10357,meck,0,1
10358,mcfc,0,1
10359,fresh,0,1
10360,ucan,0,1
10361,anxiou,0,1
10362,poc,0,1
10363,specif,0,2
10364,sinhala,0,1
10365,billionair,0,1
10366,1645,0,1
10367,island,0,3
10368,1190,0,1
10369,maldiv,0,1
10370,dheena,0,1
10371,fasgadah,0,1
10372,alvadhaau,0,1
10373,countdown,0,1
10374,function,0,3
10375,desktop,0,1
10376,evelineconrad,0,1
10377,facetim,0,4
10378,kikmsn,0,2
10379,selfshot,0,2
10380,panda,0,1
10381,backkk,0,1
10382,transfer,0,3
10383,dan,0,2
10384,dull,0,1
10385,overcast,0,1
10386,folder,0,1
10387,truck,0,2
10388,missin,0,2
10389,hangin,0,1
10390,wiff,0,1
10391,dept,0,1
10392,cherri,0,1
10393,bakewel,0,1
10394,collect,0,3
10395,teal,0,1
10396,sect,0,1
10397,tennunb,0,1
10398,rather,0,4
10399,skip,0,1
10400,doomsday,0,1
10401,neglect,0,1
10402,posti,0,1
10403,goodnight,0,1
10404,donat,0,3
10405,ship,0,6
10406,bellami,0,1
10407,raven,0,2
10408,clark,0,1
10409,helmi,0,1
10410,uh,0,5
10411,cnt,0,1
10412,whereisthesun,0,1
10413,summerismiss,0,1
10414,longgg,0,1
10415,ridicul,0,4
10416,stocko,0,1
10417,lucozad,0,1
10418,explos,0,1
10419,beh,0,2
10420,half-rememb,0,1
10421,melody',0,1
10422,recal,0,2
10423,level,0,3
10424,target,0,1
10425,difficult,0,4
10426,mile,0,1
10427,pfb,0,1
10428,nate,0,2
10429,expo,0,2
10430,jisoo,0,1
10431,chloe,0,2
10432,anon,0,2
10433,mager,0,1
10434,wi,0,1
10435,knw,0,1
10436,wht,0,1
10437,distant,0,1
10438,buffer,0,2
10439,insan,0,1
10440,charli,0,1
10441,finland,0,3
10442,gana,0,1
10443,studio,0,3
10444,arch,0,1
10445,lyin,0,1
10446,kian,0,3
10447,supercar,0,1
10448,gurgaon,0,1
10449,locat,0,7
10450,9:15,0,1
10451,satir,0,1
10452,gener,0,2
10453,peanut,0,3
10454,butter,0,1
10455,garden,0,2
10456,beer,0,1
10457,viner,0,1
10458,palembang,0,1
10459,sorrryyi,0,1
10460,fani,0,1
10461,hahahahaha,0,2
10462,boner,0,1
10463,merci,0,1
10464,yuki,0,1
10465,2500k,0,1
10466,mari,0,1
10467,jake,0,1
10468,gyllenha,0,1
10469,impact,0,1
10470,ledger',0,1
10471,btw,0,5
10472,cough,0,4
10473,hunni,0,1
10474,b4,0,1
10475,deplet,0,1
10476,mbasa,0,1
10477,client,0,3
10478,ray,0,1
10479,aah,0,1
10480,type,0,2
10481,suit,0,5
10482,pa-copi,0,1
10483,proper,0,2
10484,biom,0,1
10485,mosqu,0,1
10486,smelli,0,1
10487,taxi,0,4
10488,emptier,0,1
10489,ciara',0,1
10490,everything',0,1
10491,clip,0,2
10492,tall,0,2
10493,gladli,0,1
10494,intent,0,1
10495,amb,0,1
10496,harry',0,2
10497,jean,0,2
10498,mayday,0,1
10499,parad,0,2
10500,lyf,0,1
10501,13th,0,1
10502,anim,0,4
10503,kingdom,0,1
10504,chri,0,7
10505,brown,0,4
10506,riski,0,1
10507,cologn,0,1
10508,duo,0,3
10509,ballad,0,2
10510,bish,0,2
10511,intern,0,2
10512,brought,0,1
10513,yumyum,0,1
10514,cathy',0,1
10515,missyou,0,1
10516,rubi,0,2
10517,rose,0,2
10518,tou,0,1
10519,main,0,1
10520,pora,0,1
10521,stalk,0,3
10522,karlia,0,1
10523,khatam,0,2
10524,bandi,0,1
10525,👑,0,1
10526,pyaari,0,1
10527,gawd,0,1
10528,understood,0,1
10529,review,0,3
10530,massi,0,1
10531,thatselfiethough,0,1
10532,loop,0,1
10533,ofc,0,1
10534,pict,0,1
10535,caught,0,1
10536,aishhh,0,1
10537,viewer,0,1
10538,exam,0,5
10539,sighsss,0,1
10540,burnt,0,2
10541,toffe,0,2
10542,honesti,0,1
10543,cheatday,0,1
10544,protein,0,1
10545,sissi,0,1
10546,tote,0,1
10547,slowli,0,1
10548,church,0,2
10549,pll,0,1
10550,sel,0,1
10551,beth,0,2
10552,serbia,0,1
10553,serbian,0,1
10554,selen,0,1
10555,motav,0,1
10556,💋,0,2
10557,zayyyn,0,1
10558,momma,0,1
10559,happend,0,1
10560,imper,0,1
10561,trmdhesit,0,1
10562,pana,0,1
10563,quickest,0,2
10564,blood,0,5
10565,sake,0,1
10566,hamstr,0,1
10567,rodwel,0,1
10568,trace,0,1
10569,artist,0,4
10570,tp,0,1
10571,powder,0,1
10572,wider,0,1
10573,honestli,0,4
10574,comfort,0,3
10575,bruno,0,1
10576,1.8,0,1
10577,ed,0,7
10578,croke,0,2
10579,deal,0,6
10580,toll,0,1
10581,packag,0,1
10582,shape,0,1
10583,unluckiest,0,1
10584,bettor,0,1
10585,nstp,0,1
10586,sem,0,2
10587,chipotl,0,1
10588,chick-fil-a,0,1
10589,stole,0,3
10590,evet,0,1
10591,ramadhan,0,1
10592,eid,0,4
10593,stexpert,0,1
10594,ripstegi,0,1
10595,nickyyi,0,1
10596,¿,0,1
10597,centralis,0,1
10598,discontinu,0,1
10599,sniff,0,1
10600,i't,0,1
10601,glad,0,2
10602,fab,0,2
10603,theres,0,1
10604,cred,0,1
10605,t_t,0,1
10606,elimin,0,1
10607,teamzip,0,1
10608,smtm,0,1
10609,assingn,0,1
10610,editi,0,1
10611,nakaka,0,1
10612,beastmod,0,1
10613,gaaawd,0,1
10614,jane,0,1
10615,mango,0,1
10616,colombia,0,1
10617,yot,0,1
10618,labyo,0,1
10619,pano,0,1
10620,nalamannn,0,1
10621,hardhead,0,1
10622,cell,0,1
10623,zach',0,1
10624,burger,0,2
10625,xpress,0,1
10626,hopkin,0,1
10627,melatonin,0,1
10628,2-4,0,1
10629,nap,0,2
10630,wide,0,2
10631,task,0,1
10632,9pm,0,1
10633,hahaah,0,1
10634,frequent,0,1
10635,jail,0,2
10636,weirddd,0,1
10637,donghyuk,0,1
10638,stan,0,1
10639,bek,0,1
10640,13,0,4
10641,reynoldsgrl,0,1
10642,ole,0,1
10643,beardi,0,1
10644,kaussi,0,1
10645,bummer,0,3
10646,fightingmciren,0,1
10647,michael',0,1
10648,�,0,21
10649,miser,0,2
10650,💦,0,1
10651,yoga,0,2
10652,🌞,0,1
10653,💃,0,1
10654,🏽,0,1
10655,shouldv,0,1
10656,saffron,0,1
10657,peasant,0,1
10658,wouldv,0,1
10659,nfinit,0,1
10660,admin_myung,0,1
10661,slp,0,1
10662,saddest,0,2
10663,laomma,0,2
10664,kebaya,0,1
10665,bandung,0,1
10666,indonesia,0,1
10667,7df89150,0,1
10668,whatsapp,0,2
10669,62,0,1
10670,08962464174,0,1
10671,laomma_coutur,0,1
10672,haizzz,0,1
10673,urghhh,0,1
10674,working-on-a-tight-schedul,0,1
10675,ganbarimasu,0,1
10676,livid,0,1
10677,whammi,0,1
10678,quuuee,0,1
10679,friooo,0,1
10680,ladi,0,4
10681,stereo,0,1
10682,chwang,0,1
10683,lorm,0,1
10684,823,0,1
10685,rp,0,1
10686,indiemus,0,10
10687,unhappi,0,2
10688,jennyjean,0,1
10689,elfindelmundo,0,2
10690,lolzz,0,1
10691,dat,0,4
10692,corey,0,1
10693,appreci,0,2
10694,weekli,0,2
10695,mahirap,0,1
10696,nash,0,1
10697,gosh,0,6
10698,noodl,0,1
10699,veeerri,0,1
10700,rted,0,2
10701,orig,0,1
10702,starholicxx,0,1
10703,07:17,0,2
10704,@the,0,1
10705,notr,0,1
10706,hwi,0,1
10707,niall,0,5
10708,fraud,0,1
10709,diplomaci,0,1
10710,fittest,0,1
10711,zero,0,1
10712,toler,0,2
10713,gurl,0,1
10714,notion,0,1
10715,pier,0,1
10716,approach,0,1
10717,rattl,0,1
10718,robe,0,1
10719,emphasi,0,1
10720,vocal,0,1
10721,chose,0,1
10722,erm,0,1
10723,abby.can,0,1
10724,persuad,0,1
10725,lyric,0,1
10726,emily',0,1
10727,odd,0,3
10728,possibl,0,8
10729,elect,0,2
10730,kamiss,0,1
10731,mwa,0,1
10732,mommi,0,3
10733,scream,0,1
10734,fight,0,2
10735,cafe,0,2
10736,melbourn,0,1
10737,anyonnee,0,1
10738,loner,0,1
10739,fricken,0,2
10740,rito,0,1
10741,friendzon,0,1
10742,panel,0,1
10743,repeat,0,2
10744,audienc,0,1
10745,hsm,0,1
10746,canario,0,1
10747,hotel,0,8
10748,ukiss,0,1
10749,faith,0,2
10750,kurt,0,1
10751,fatma'm,0,1
10752,alex,0,4
10753,swag,0,1
10754,lmfao,0,2
10755,flapjack,0,1
10756,countthecost,0,1
10757,ihop,0,1
10758,infra,0,1
10759,lq,0,1
10760,knive,0,1
10761,sotir,0,1
10762,mybrainneedstoshutoff,0,1
10763,macci,0,1
10764,chees,0,7
10765,25,0,2
10766,tend,0,1
10767,510,0,1
10768,silicon,0,1
10769,cover,0,2
10770,kbye,0,1
10771,ini,0,1
10772,anytim,0,1
10773,citizen,0,1
10774,compar,0,2
10775,rank,0,1
10776,mcountdown,0,2
10777,5h,0,1
10778,thapelo,0,1
10779,op,0,1
10780,civ,0,1
10781,wooden,0,1
10782,mic,0,1
10783,embarrass,0,2
10784,translat,0,3
10785,daili,0,3
10786,mecha-totem,0,1
10787,nak,0,1
10788,tgk,0,1
10789,townsss,0,1
10790,jokid,0,1
10791,rent,0,2
10792,degre,0,1
10793,inconsider,0,2
10794,softbal,0,1
10795,appli,0,1
10796,tomcat,0,1
10797,chel,0,1
10798,jemma,0,1
10799,detail,0,4
10800,list,0,4
10801,matchi,0,2
10802,elsa,0,1
10803,postpon,0,1
10804,karin,0,1
10805,honey,0,2
10806,vist,0,1
10807,unhealthi,0,1
10808,propa,0,1
10809,knockin,0,1
10810,bacon,0,1
10811,market,0,2
10812,pre-holiday,0,1
10813,diet,0,1
10814,meani,0,1
10815,deathbybaconsmel,0,1
10816,init,0,2
10817,destin,0,1
10818,victoria,0,2
10819,luna,0,1
10820,krystal,0,1
10821,sarajevo,0,1
10822,haix,0,2
10823,sp,0,1
10824,student,0,4
10825,wii,0,2
10826,bayonetta,0,1
10827,101,0,1
10828,doabl,0,1
10829,drove,0,1
10830,agenc,0,1
10831,story.miss,0,1
10832,everon,0,1
10833,jp,0,1
10834,mamabear,0,1
10835,imintoh,0,1
10836,underr,0,1
10837,slovakia',0,1
10838,D:,0,6
10839,saklap,0,1
10840,grade,0,2
10841,rizal,0,1
10842,lib,0,1
10843,discuss,0,1
10844,advisori,0,1
10845,period,0,2
10846,dit,0,1
10847,du,0,1
10848,harsh,0,2
10849,ohgod,0,1
10850,abligaverin,0,2
10851,photooftheday,0,2
10852,sexygirlbypreciouslemmi,0,3
10853,ripsandrabland,0,1
10854,edel,0,1
10855,salam,0,1
10856,mubark,0,1
10857,dong,0,3
10858,tammirossm,0,4
10859,speck,0,1
10860,abbymil,0,2
10861,18,0,8
10862,ion,0,1
10863,5min,0,1
10864,hse,0,1
10865,noob,0,1
10866,nxt,0,1
10867,2week,0,1
10868,300,0,3
10869,fck,0,2
10870,nae,0,2
10871,deep,0,3
10872,human,0,3
10873,whit,0,1
10874,van,0,4
10875,bristol,0,1
10876,subserv,0,1
10877,si,0,4
10878,oo,0,1
10879,tub,0,1
10880,penyfan,0,1
10881,forecast,0,2
10882,breconbeacon,0,1
10883,tittheir,0,1
10884,42,0,1
10885,hotti,0,3
10886,uu,0,2
10887,rough,0,1
10888,fuzzi,0,1
10889,san,0,3
10890,antonio,0,1
10891,kang,0,1
10892,junhe,0,1
10893,couldv,0,1
10894,pz,0,1
10895,somerset,0,1
10896,given,0,2
10897,sunburnt,0,1
10898,safer,0,1
10899,k3g,0,1
10900,input,0,1
10901,gamestomp,0,1
10902,desc,0,1
10903,angelo',0,1
10904,yna,0,1
10905,psygustokita,0,2
10906,fiver,0,1
10907,toward,0,1
10908,sakho,0,1
10909,threat,0,1
10910,goalscor,0,1
10911,10:59,0,1
10912,11.00,0,1
10913,sham,0,1
10914,tricki,0,1
10915,baao,0,1
10916,nisrina,0,1
10917,crazi,0,8
10918,ladygaga,0,1
10919,you',0,2
10920,pari,0,2
10921,marrish,0,1
10922,otp',0,1
10923,6:15,0,1
10924,edomnt,0,1
10925,qih,0,1
10926,shxb,0,1
10927,1000,0,1
10928,chilton,0,1
10929,mother,0,2
10930,obsess,0,1
10931,creepi,0,2
10932,josh,0,1
10933,boohoo,0,1
10934,fellow,0,2
10935,tweep,0,1
10936,roar,0,1
10937,victori,0,1
10938,tweepsmatchout,0,1
10939,nein,0,3
10940,404,0,1
10941,midnight,0,2
10942,willlow,0,1
10943,hbd,0,1
10944,sowwi,0,1
10945,3000,0,1
10946,grind,0,1
10947,gear,0,1
10948,0.001,0,1
10949,meant,0,6
10950,portrait,0,1
10951,mode,0,2
10952,fact,0,4
10953,11:11,0,4
10954,shanzay,0,1
10955,salabrati,0,1
10956,journo,0,1
10957,lure,0,1
10958,gang,0,1
10959,twist,0,1
10960,mashaket,0,1
10961,pet,0,2
10962,bapak,0,1
10963,royal,0,2
10964,prima,0,1
10965,mune,0,1
10966,874,0,1
10967,plisss,0,1
10968,elf,0,1
10969,teenchoic,0,5
10970,choiceinternationalartist,0,5
10971,superjunior,0,5
10972,he'll,0,1
10973,sunway,0,1
10974,petal,0,1
10975,jaya,0,1
10976,selangor,0,1
10977,glow,0,1
10978,huhuu,0,1
10979,congratul,0,2
10980,margo,0,1
10981,konga,0,1
10982,ni,0,4
10983,wa,0,2
10984,ode,0,1
10985,disvirgin,0,1
10986,bride,0,3
10987,yulin,0,1
10988,meat,0,1
10989,festiv,0,2
10990,imma,0,2
10991,syawal,0,1
10992,lapar,0,1
10993,foundat,0,1
10994,clash,0,2
10995,facil,0,1
10996,dh,0,2
10997,chalet,0,1
10998,suay,0,1
10999,anot,0,1
11000,bugger,0,1
11001,एक,0,1
11002,बार,0,1
11003,फिर,0,1
11004,सेँ,0,1
11005,धोखा,0,1
11006,chandauli,0,1
11007,majhwar,0,1
11008,railway,0,1
11009,tito,0,2
11010,tita,0,1
11011,cousin,0,3
11012,critic,0,1
11013,condit,0,1
11014,steal,0,1
11015,narco,0,1
11016,regen,0,1
11017,unfav,0,2
11018,benadryl,0,1
11019,offlin,0,1
11020,arent,0,1
11021,msg,0,1
11022,yg,0,1
11023,gg,0,3
11024,sxrew,0,1
11025,dissappear,0,1
11026,swap,0,1
11027,bleed,0,1
11028,ishal,0,1
11029,mi,0,2
11030,thaank,0,1
11031,jhezz,0,1
11032,sneak,0,3
11033,soft,0,1
11034,defenc,0,1
11035,defens,0,1
11036,nrltigersroost,0,1
11037,indiana,0,2
11038,hibb,0,1
11039,biblethump,0,1
11040,rlyyi,0,1
11041,septum,0,1
11042,pierc,0,2
11043,goood,0,1
11044,hiya,0,1
11045,fire,0,1
11046,venom,0,1
11047,carriag,0,1
11048,pink,0,1
11049,fur-trim,0,1
11050,stetson,0,1
11051,error,0,4
11052,59,0,1
11053,xue,0,1
11054,midori,0,1
11055,sakit,0,2
11056,mateo,0,1
11057,hawk,0,2
11058,bartend,0,1
11059,surf,0,1
11060,despair,0,1
11061,insta,0,1
11062,promo,0,1
11063,iwantin,0,1
11064,___,0,2
11065,fault,0,3
11066,goodluck,0,1
11067,pocket,0,1
11068,help@veryhq.co.uk,0,1
11069,benedictervent,0,1
11070,content,0,1
11071,221b,0,1
11072,popcorn,0,3
11073,joyc,0,1
11074,ooop,0,1
11075,spotifi,0,1
11076,paalam,0,1
11077,sazbal,0,1
11078,incid,0,1
11079,aaahh,0,1
11080,gooo,0,1
11081,stomach',0,1
11082,growl,0,1
11083,beard,0,1
11084,nooop,0,1
11085,🎉,0,3
11086,ding,0,3
11087,hundr,0,1
11088,meg,0,1
11089,verity',0,1
11090,rupert,0,1
11091,amin,0,1
11092,studi,0,2
11093,pleaaas,0,1
11094,👆,0,2
11095,woaah,0,1
11096,solvo,0,1
11097,twin,0,2
11098,friday',0,1
11099,lego,0,1
11100,barefoot,0,1
11101,twelvyy,0,1
11102,boaz,0,1
11103,myhil,0,1
11104,takeov,0,1
11105,wba,0,1
11106,taeyeon',0,1
11107,derp,0,1
11108,pd,0,1
11109,zoom,0,2
11110,sunny',0,1
11111,besst,0,1
11112,plagu,0,1
11113,pit,0,1
11114,rich,0,1
11115,sight,0,1
11116,frail,0,1
11117,lotteri,0,1
11118,ride,0,2
11119,twurkin,0,1
11120,razzist,0,1
11121,tumblr,0,1
11122,shek,0,1
11123,609,0,1
11124,mugshot,0,1
11125,attend,0,3
11126,plsss,0,4
11127,taissa,0,1
11128,farmiga,0,1
11129,robert,0,1
11130,qualiti,0,1
11131,daniel,0,1
11132,latest,0,3
